sep=,
"","Datei","Entscheidung","URL"
"46","Positionspapier-Foerderung-der-Selbsttoetung_erg_2020-03-03.pdf","Exclude","https://www.dbfk.de//media/docs/download/DBfK-Positionen/Positionspapier-Foerderung-der-Selbsttoetung_erg_2020-03-03.pdf"
"47","Positionspapier-Personalbemessung-in-stationaerer-Altenpflege-2016-05-30.pdf","Exclude","https://www.dbfk.de//media/docs/download/DBfK-Positionen/Positionspapier-Personalbemessung-in-stationaerer-Altenpflege-2016-05-30.pdf"
"48","Positionspapier-Praxisanleitenden-Quote-im-Funktionsdienst.pdf","Exclude","https://www.dbfk.de//media/docs/download/DBfK-Positionen/Positionspapier-Praxisanleitenden-Quote-im-Funktionsdienst.pdf"
"49","Positionspapier-mediz-Behandlungspflege-stat-Altenhilfe-2015-05-04.pdf","Exclude","https://www.dbfk.de//media/docs/download/DBfK-Positionen/Positionspapier-mediz-Behandlungspflege-stat-Altenhilfe-2015-05-04.pdf"
"50","20110128%20STN%20zur%20Weiterentwicklung%20der%20Pflegeausbildung.pdf","Include","http://www.dbva.de/docs/stellungnahmen/20110128%20STN%20zur%20Weiterentwicklung%20der%20Pflegeausbildung.pdf"
"51","2012_11_01_STN_Pflegekammer.pdf","Include","http://www.dbva.de/docs/stellungnahmen/2012_11_01_STN_Pflegekammer.pdf"
"52","20141030STN_Anhoerung_Saarland%20Pflegekammer.pdf","Include","http://www.dbva.de/docs/stellungnahmen/20141030STN_Anhoerung_Saarland%20Pflegekammer.pdf"
"53","2014_07_STN_Weiterentwicklung_Pflegeberufe.pdf","Include","http://www.dbva.de/docs/stellungnahmen/2014_07_STN_Weiterentwicklung_Pflegeberufe.pdf"
"54","Offener%20Brief%20zum%20Pflegedialog.pdf","Include","http://www.dbva.de/docs/stellungnahmen/Offener%20Brief%20zum%20Pflegedialog.pdf"
"55","Stellungnahme_Finanzierungsgutachten_Kriesten_DBVA_02_2014.pdf","Include","http://www.dbva.de/docs/stellungnahmen/Stellungnahme_Finanzierungsgutachten_Kriesten_DBVA_02_2014.pdf"
"56","Stellungnahme_Generalistische_Pflegeausbildung_Kriesten_DBVA_06_2014.pdf","Include","http://www.dbva.de/docs/stellungnahmen/Stellungnahme_Generalistische_Pflegeausbildung_Kriesten_DBVA_06_2014.pdf"
"57","10%20Punkte%20der%20Ausbildungs-und%20Qualifizierungsoffensive.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/10%20Punkte%20der%20Ausbildungs-und%20Qualifizierungsoffensive.pdf"
"58","20091014STN%20Altenpflegefachk_Mangelware.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/20091014STN%20Altenpflegefachk_Mangelware.pdf"
"59","20101129%20STN%20Aussetzung_3jFoe_Altenpflegeausbildung.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/20101129%20STN%20Aussetzung_3jFoe_Altenpflegeausbildung.pdf"
"60","20110620_STN_Arbeitnehmerfreizuegigkeitsgesetz.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/20110620_STN_Arbeitnehmerfreizuegigkeitsgesetz.pdf"
"61","20110808_STN_ErhebungUmlageNRW.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/20110808_STN_ErhebungUmlageNRW.pdf"
"62","20150603Stellungnahme%20Pflegetransparenzvereinbarungen%20amb%20Pflege-2.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/20150603Stellungnahme%20Pflegetransparenzvereinbarungen%20amb%20Pflege-2.pdf"
"63","Bremerhv_Manif.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/Bremerhv_Manif.pdf"
"64","Stellungnahme_Anrechnung%20der%20Altenpflegeausbildung%20zur%20T%E4tigkeit%20einer%20Betreuungskraft%20nach%20%A7%2087%20b_10_2014.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/Stellungnahme_Anrechnung%20der%20Altenpflegeausbildung%20zur%20T%E4tigkeit%20einer%20Betreuungskraft%20nach%20%A7%2087%20b_10_2014.pdf"
"65","Stellungnahme_Nachtwachen_01.09.2014.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/Stellungnahme_Nachtwachen_01.09.2014.pdf"
"66","Stellungnahme_Nachtwachen_01.09.2014.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/Stellungnahme_Nachtwachen_01.09.2014.pdf"
"67","Zwischenbericht_DBVA_Ausbildungs-und%20Qualifizierungsoffensive_05_%202014.pdf","Exclude","http://www.dbva.de/docs/stellungnahmen/Zwischenbericht_DBVA_Ausbildungs-und%20Qualifizierungsoffensive_05_%202014.pdf"
"68","DGP-PM-Pflegeberufsgesetz-30.11.2015.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/DGP-PM-Pflegeberufsgesetz-30.11.2015.pdf"
"69","DGP-Stellungnahme-G-BA-Richtl-Nov..2011-1.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/DGP-Stellungnahme-G-BA-Richtl-Nov..2011-1.pdf"
"70","DGP-_-Dekankoneferenz-Eckpunktepapier-06.10.2012.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/DGP-_-Dekankoneferenz-Eckpunktepapier-06.10.2012.pdf"
"71","Position_Sektion_Bildung_30.5.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/Position_Sektion_Bildung_30.5.pdf"
"72","Positionspapier29.9.2006.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/Positionspapier29.9.2006.pdf"
"73","Positionspapier_FINAL-2-Logo.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/Positionspapier_FINAL-2-Logo.pdf"
"74","Selbstständige-Heilkunde-durch-Pflegende-_-DGP.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/Selbstständige-Heilkunde-durch-Pflegende-_-DGP.pdf"
"75","Stellungnahme-Pflegewissenschaft-EU-Richtlinie-120910.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/Stellungnahme-Pflegewissenschaft-EU-Richtlinie-120910.pdf"
"76","Stellungnahme-Vorstand-DGP-WR-17.09.20122.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/Stellungnahme-Vorstand-DGP-WR-17.09.20122.pdf"
"77","StellungnahmeDGP-Ref.-Entwurf-PflegberufsG-_-2.pdf","Include","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/StellungnahmeDGP-Ref.-Entwurf-PflegberufsG-_-2.pdf"
"78","2018_04_19_Positionspapier_APrV-FINAL-web.pdf","Exclude","https://dg-pflegewissenschaft.de/wp-content/uploads/2018/04/2018_04_19_Positionspapier_APrV-FINAL-web.pdf"
"79","2018_06_01_Erklärung_Pflegepersonaluntergrenzen.pdf","Exclude","https://dg-pflegewissenschaft.de/wp-content/uploads/2018/06/2018_06_01_Erklärung_Pflegepersonaluntergrenzen.pdf"
"80","2019_06_07-Stellungnnahme-DGP_Referentenentwuf-DVG.pdf","Exclude","https://dg-pflegewissenschaft.de/wp-content/uploads/2019/06/2019_06_07-Stellungnnahme-DGP_Referentenentwuf-DVG.pdf"
"81","Ausbildungsfinanzierung.pdf","Exclude","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/04/Ausbildungsfinanzierung.pdf"
"82","ag-dpr-63_3c-mustermodell-text-2014-09-10-out-1.pdf","Exclude","https://dg-pflegewissenschaft.de/wp-content/uploads/2017/05/ag-dpr-63_3c-mustermodell-text-2014-09-10-out-1.pdf"
"83","2015-04-17-DGP-Papier_final.pdf","Include","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/2015-04-17-DGP-Papier_final.pdf"
"84","2019-11-08_Onlineversion_dpr_Digitalisierung_in_der_Pflege_Positionspapier.pdf","Include","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/2019-11-08_Onlineversion_dpr_Digitalisierung_in_der_Pflege_Positionspapier.pdf"
"85","2020-02-27-Druckvorlage_Vergütung-für-Pflegeberufe.pdf","Include","https://deutscher-pflegerat.de/wp-content/uploads/2020/03/2020-02-27-Druckvorlage_Vergütung-für-Pflegeberufe.pdf"
"86","Positionspapier-DGCH-und-DPR-2018-04-04-final.pdf","Include","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/Positionspapier-DGCH-und-DPR-2018-04-04-final.pdf"
"87","ag-dpr-63_3c-mustermodell-text-2014-09-10-out.pdf","Include","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/ag-dpr-63_3c-mustermodell-text-2014-09-10-out.pdf"
"88","dpr-aps_Gemeinsames_Positionspapier_zur_Leiharbeit_in_der_Pflege_1909.pdf","Include","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/dpr-aps_Gemeinsames_Positionspapier_zur_Leiharbeit_in_der_Pflege_1909.pdf"
"89","focus-dpr_position_aeltere-Mitarbeiter-in-der-Pflege-300315.pdf","Include","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/focus-dpr_position_aeltere-Mitarbeiter-in-der-Pflege-300315.pdf"
"90","focus_dpr_position_pflegeberufekammer_180822.pdf","Include","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/focus_dpr_position_pflegeberufekammer_180822.pdf"
"91","2015-01-19-DPR_Entbuerokratisierung.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/2015-01-19-DPR_Entbuerokratisierung.pdf"
"92","2015-07-29-DPR-Stellungnahme-zum-assistierten-Suizid.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/2015-07-29-DPR-Stellungnahme-zum-assistierten-Suizid.pdf"
"93","2015-09-22-DPR-Handlungsempfehlungen-zur-Abbildung-des-Pflegebedarfs-in-den-DRGs-2.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/2015-09-22-DPR-Handlungsempfehlungen-zur-Abbildung-des-Pflegebedarfs-in-den-DRGs-2.pdf"
"94","2016-06-23-DPR-Papier-zu-Demenz-fuer-Angehoerige.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/2016-06-23-DPR-Papier-zu-Demenz-fuer-Angehoerige.pdf"
"95","2018_06_01_Erklaerung_PPUG.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/2018_06_01_Erklaerung_PPUG.pdf"
"96","DPR-Personaluntergrenze-Position-180420.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/DPR-Personaluntergrenze-Position-180420.pdf"
"97","Informationen-des-DPR-zu-Personaluntergrenzen_170818.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/Informationen-des-DPR-zu-Personaluntergrenzen_170818.pdf"
"98","PPBI_DPR_Positionspapier_1903.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/PPBI_DPR_Positionspapier_1903.pdf"
"99","SP_08_2015_Dr.-Jahn.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/SP_08_2015_Dr.-Jahn.pdf"
"100","focus-dpr_patientensicherheit-020912.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/focus-dpr_patientensicherheit-020912.pdf"
"101","focus-dpr_position_fluechtlinge-11122015.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/focus-dpr_position_fluechtlinge-11122015.pdf"
"102","focus-dpr_position_personalmangel-141214.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/focus-dpr_position_personalmangel-141214.pdf"
"103","focus_dpr_position_pflegebedarfsfaktoren_kh_finanzierung_-160216.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/focus_dpr_position_pflegebedarfsfaktoren_kh_finanzierung_-160216.pdf"
"104","focus_dpr_position_pflegebedarfsfaktoren_kh_finanzierung_-160216.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/focus_dpr_position_pflegebedarfsfaktoren_kh_finanzierung_-160216.pdf"
"105","fw-2015-07-seiten-24-27-Wittrich-Revolution-im-System.pdf","Exclude","https://deutscher-pflegerat.de/wp-content/uploads/2020/02/fw-2015-07-seiten-24-27-Wittrich-Revolution-im-System.pdf"
"106","180119_broschuere-pflegekammer%20BaWü%202018%20web.pdf","Include",NA
"107","180206_Info_Pflegekammer.pdf","Include","https://gesundheit-soziales.verdi.de/++file++5a81ac0ef1b4cd36e1856961/download/180206_Info_Pflegekammer.pdf"
"108","2018-03-14%20V03-18-019%20Flyer%20Pflegekammer%20Brandenburg-Einzel-DL4b.pdf","Include","https://gesundheit-soziales.verdi.de/++file++5c44a0f32d9efb3070ffb99b/download/2018-03-14%20V03-18-019%20Flyer%20Pflegekammer%20Brandenburg-Einzel-DL4b.pdf"
"109","KHI%20Pflegekammer.pdf","Include","https://mittelbaden.verdi.de/++file++576cfa3dbdf98d36d7e5b151/download/KHI%20Pflegekammer.pdf"
"110","Pflegekammer_Position.pdf","Include","https://gesundheit-soziales.verdi.de/++file++58497de07713b840629c8c00/download/Pflegekammer_Position.pdf"
"111","_Nds%20Pflegendenvereinigung%20Sept.2019%20web.pdf","Include","https://nds-bremen.verdi.de/++file++5d7a2873e999fb208541279b/download/_Nds%20Pflegendenvereinigung%20Sept.2019%20web.pdf"
"112","reader%20kammer%20nds%20medium.pdf","Include","https://nds-bremen.verdi.de/++file++5672c0beaa698e1ac5000097/download/reader%20kammer%20nds%20medium.pdf"
"113","170425_VPU_Pressemitteilung_Befragung_NRWParteien_Pflegepolitik_v02_INKL_DBfK.pdf","Include","http://www.vpu-online.de/de/pdf/presse/170425_VPU_Pressemitteilung_Befragung_NRWParteien_Pflegepolitik_v02_INKL_DBfK.pdf"
"114","170608_VPU_Statement_Pflegekammer_SH_v01.pdf","Include","http://www.vpu-online.de/de/pdf/presse/170608_VPU_Statement_Pflegekammer_SH_v01.pdf"
"115","170821_Statement_VPU_warnt_vor_Abschaffung_der_Pflegekammer_in_Nds.pdf","Include","http://www.vpu-online.de/de/pdf/presse/170821_Statement_VPU_warnt_vor_Abschaffung_der_Pflegekammer_in_Nds.pdf"
"116","170925_VPU_Pressemitteilung_Pflegepolitik_nach_der_Wahl_v02.pdf","Include","http://www.vpu-online.de/de/pdf/presse/170925_VPU_Pressemitteilung_Pflegepolitik_nach_der_Wahl_v02.pdf"
"117","2017_11_02_Pflegeberufekammer_Infotour_in_NRW_final_final.pdf","Include","http://www.vpu-online.de/de/pdf/presse/2017_11_02_Pflegeberufekammer_Infotour_in_NRW_final_final.pdf"
"118","Gemeinsame-Pressemitteilung_Broschüre-Exzellenz_190712_out-1.pdf","Include","https://www.vpuonline.de/wp-content/uploads/Gemeinsame-Pressemitteilung_Broschüre-Exzellenz_190712_out-1.pdf"
"119","Presse_Deutscher_Pflegerat_Startschuss_fuer_die_Bundespflegekammer.pdf","Include","http://www.vpu-online.de/de/pdf/presse/Presse_Deutscher_Pflegerat_Startschuss_fuer_die_Bundespflegekammer.pdf"
"120","TA1218-2818_000.pdf","Include","http://www.vpu-online.de/de/pdf/presse/TA1218-2818_000.pdf"
"121","VPU_--_Pflege_an_Universitaetskliniken.pdf","Include","https://www.vpuonline.de/de/pdf/presse/VPU_--_Pflege_an_Universitaetskliniken.pdf"
"122","VPU_Statement_Pflegebevollmächtigter_v01.pdf","Include","https://www.vpuonline.de/wp-content/uploads/VPU_Statement_Pflegebevollmächtigter_v01.pdf"
"123","VUD_MagazinQL_II-2017_2_2018-02-27-Ansicht_final.pdf","Include","https://www.vpuonline.de/wp-content/uploads/VUD_MagazinQL_II-2017_2_2018-02-27-Ansicht_final.pdf"
"124","170308_VPU_Pressemitteilung_Ergebnisse_Expertenkommission.pdf","Exclude","http://www.vpu-online.de/de/pdf/presse/170308_VPU_Pressemitteilung_Ergebnisse_Expertenkommission.pdf"
"125","180212VPU_Statement_Kolitionsvertrag_final.pdf","Exclude","http://www.vpu-online.de/de/pdf/presse/180212VPU_Statement_Kolitionsvertrag_final.pdf"
"126","2018-02-09_PM_DPR_Koalitionsvertrag_-_erste_Schritte_in_die_richtige_Richtung.pdf","Exclude","http://www.vpu-online.de/de/pdf/presse/2018-02-09_PM_DPR_Koalitionsvertrag_-_erste_Schritte_in_die_richtige_Richtung.pdf"
"127","Abschlussbericht_Pflegekommission_07032017.pdf","Exclude","http://www.vpu-online.de/de/pdf/presse/Abschlussbericht_Pflegekommission_07032017.pdf"
"128","Heiße-Kammerwahlphase-in-Niedersachsen-beginnt.pdf","Exclude","https://www.vpuonline.de/wp-content/uploads/Heiße-Kammerwahlphase-in-Niedersachsen-beginnt.pdf"
"129","VPU-Positionspapier-11.05.2018.pdf","Exclude","https://www.vpuonline.de/wp-content/uploads/VPU-Positionspapier-11.05.2018.pdf"
"130","wahlpruefsteine-dbfk-und-vpu-landtagswahl-nrw-2017.pdf","Exclude","http://www.vpu-online.de/de/pdf/presse/wahlpruefsteine-dbfk-und-vpu-landtagswahl-nrw-2017.pdf"
"131","wahlpruefsteine_dbfk_und_vpu_sh_2017_VERS_2.pdf","Exclude","http://www.vpu-online.de/de/pdf/presse/wahlpruefsteine_dbfk_und_vpu_sh_2017_VERS_2.pdf"
